query_id,query,search_term,qid,label,description
142841,万盛石林,万盛石林,Q10865127,万盛石林,
142936,王幸男,王幸男,Q7967628,王幸男,Taiwanese politician
143643,平壤醫學大學,平壤醫學大學,Q39954,平壤醫學大學,"medical university in Pyongyang, North Korea"
144609,泉章居,泉章居,Q11143269,泉章居,
144981,天道盟天德會,天道盟天德會,,,
144687,敦煌酒樓集團,敦煌酒樓集團,Q10299121,敦煌酒樓集團,
145012,天道盟敏德會,天道盟敏德會,,,
145559,平太阳,平太阳,,,
145276,亚历山大港,亚历山大港,Q80172,亚历山大港,"city in Prince of Wales-Hyder Census Area, Alaska, United States"
146003,帧率,帧率,Q119565,帧率,number of frames rendered in one second
145870,邸报,邸报,Q3125185,邸报,中国古代政府公报
146171,串接,串接,Q126002,串接,joining of strings in a programming language
146213,珞珈三女杰,珞珈三女杰,Q15909524,珞珈三女杰,
146650,歐足聯室內五人足球錦標賽,歐足聯室內五人足球錦標賽,,,
146253,狙击波蠕虫,狙击波蠕虫,,,
146889,赤大白铁路,赤大白铁路,Q15951850,赤大白铁路,railway line in People's Republic of China
148448,贝娅特丽克丝 (荷兰),贝娅特丽克丝 (荷兰),,,
148553,樹夏實,樹夏實,Q619010,樹夏實,日本漫畫家
148684,业余电子竞技联盟,业余电子竞技联盟,,,
148989,普卡尔帕,普卡尔帕,,,
149121,桑德兰,桑德兰,Q188304,桑德兰,英格兰城镇
149231,西绪弗斯神话,西绪弗斯神话,Q1125903,西绪弗斯神话,1942年阿尔贝·加缪著作
149267,蓮花大橋,蓮花大橋,Q1318967,蓮花大橋,連接澳門和珠海橫琴的跨境大橋
150439,后现代主义建筑,后现代主义建筑,Q595448,后现代主义建筑,architectural style that emerged in the 1960s
150715,洛朗-德西雷·卡比拉,洛朗-德西雷·卡比拉,Q135547,洛朗-德西雷·卡比拉,刚果民主共和国第三任总统
151722,姊妹島,姊妹島,Q838664,姊妹島,place in Singapore
152046,前304年,前304年,Q81142,前304年,年
152220,龍門溶洞,龍門溶洞,Q10567398,龍門溶洞,
152236,切韵音,切韵音,Q10896953,切韵音,隋朝陆法言编纂的中古汉语语音系统
152321,花蓮港,花蓮港,Q3847201,花蓮港,臺灣港口
152337,义马市,义马市,Q1311267,义马市,county-level city
154043,曼達拉欣豐虎航,曼達拉欣豐虎航,Q1198815,曼達拉欣豐虎航,Singapore airline
152921,Source引擎,Source引擎,,,
155173,兒童情色,兒童情色,,,
154228,九评苏共,九评苏共,Q10879013,九评苏共,中苏论战时中共发表的九篇评论苏联共产党中央委员会的社论
155592,埃納·赫茨普龍,埃納·赫茨普龍,,,
155870,中国科学院上海有机化学研究所,中国科学院上海有机化学研究所,Q9384254,中国科学院上海有机化学研究所,研究机构
156085,青羊宫,青羊宫,Q2121639,青羊宫,中国成都市的道教庙宇
157136,森田剛,森田剛,Q838229,森田剛,"Japanese actor, singer and tarento"
157285,SD娃娃,SD娃娃,Q837996,SD娃娃,球型关节可动人偶
157625,读书无用论,读书无用论,Q10531077,读书无用论,
158291,孔泉,孔泉,Q3111187,孔泉,Chinese diplomat
160383,算术平均数,算术平均数,Q19033,算术平均数,sum of a collection of numbers divided by the number of numbers in the collection
159889,欧洲中央银行,欧洲中央银行,Q8901,欧洲中央银行,欧元区的央行
160564,水肺潛水,水肺潛水,Q1096878,水肺潛水,underwater diving where the diver breathes from apparatus (scuba) which is completely independent of surface supply
160843,内丹术,内丹术,Q2382581,内丹术,道教修炼功法
162232,DMDScript,DMDScript,Q6147367,DMDScript,
159250,巴西利卡,巴西利卡,Q163687,巴西利卡,building type of a church
162359,主機託管,主機託管,Q730132,主機託管,data center where servers from multiple customers are colocated
162779,拉玛二世,拉玛二世,Q319675,拉玛二世,King of Siam
162816,社会党 (法国),社会党 (法国),,,
162911,Kubuntu,Kubuntu,Q11250,Kubuntu,Ubuntu作業系統的衍生產品
163288,科布倫茲,科布倫茲,,,
163131,聾啞,聾啞,Q1118643,聾啞,term which was used historically to identify a person who was either deaf using a sign language or both deaf and could not speak
163697,斯塔克伯格竞争,斯塔克伯格竞争,Q1184602,斯塔克伯格竞争,economic model
163847,安提柯二世,安提柯二世,Q241386,安提柯二世,king of Macedonia
164130,哈桑县,哈桑县,Q956732,哈桑县,印度卡纳塔克邦的县
164861,广州法租界,广州法租界,Q11062160,广州法租界,
163377,洛克人系列,洛克人系列,Q7565689,洛克人系列,日本電子遊戲系列
164954,交趾,交趾,,,
166352,西班牙坂,西班牙坂,Q5365183,西班牙坂,
164783,SA-3导弹,SA-3导弹,Q312471,SA-3导弹,surface-to-air missile system
166712,費氏丙酸桿菌,費氏丙酸桿菌,Q3008030,費氏丙酸桿菌,species of bacterium
168409,修道 (基督教),修道 (基督教),,,
166740,南華足球隊,南華足球隊,Q1140533,南華足球隊,"association football club in Wan Chai District, Hong Kong"
166599,赖久尔县,赖久尔县,Q1430830,赖久尔县,"district of Karnataka, India"
168771,區域市政局,區域市政局,Q7309037,區域市政局,1986－1999年的新界市政機構
169797,美南长老会,美南长老会,Q3268181,美南长老会,Christian denomination (1861-1983)
169858,智能手机,智能手机,,,
170323,契丹大字,契丹大字,Q6401797,契丹大字,logographic writing system
169034,环带纲,环带纲,Q839350,环带纲,环节动物门的一纲
170623,国家行动党,国家行动党,,,
170517,上川綜合振興局,上川綜合振興局,Q1152333,上川綜合振興局,日本北海道道北地方的振興局
169952,特洛伊木馬,特洛伊木馬,Q50193,特洛伊木馬,tale from Trojan War
172069,反法西斯人民自由同盟,反法西斯人民自由同盟,Q574639,反法西斯人民自由同盟,political party
172243,天真汉 (轻歌剧),天真汉 (轻歌剧),Q1033015,天真汉 (轻歌剧),operetta with music composed by Leonard Bernstein
171382,接口,接口,Q13743633,接口,computer hardware for interfacing with external peripherals or networks
170671,长三角,长三角,,,
172339,预序关系,预序关系,Q1425985,预序关系,传递的自反关系
173310,浏阳河,浏阳河,Q11148324,浏阳河,中国湖南河流
173540,胭脂水粉,胭脂水粉,Q4603040,胭脂水粉,television series
173600,威爾漢·赫爾曼,威爾漢·赫爾曼,Q67495,威爾漢·赫爾曼,German theologian
173714,秦东亚,秦东亚,Q5224222,秦东亚,judoka
173812,居伊·德·莫泊桑,居伊·德·莫泊桑,Q9327,居伊·德·莫泊桑,法國作家（1850－1893）
174564,冒险之星,冒险之星,Q2574972,冒险之星,proposed crewed re-usable spaceplane
175995,老派发音,老派发音,Q10483563,老派发音,
176177,鶯歌車站,鶯歌車站,Q8053709,鶯歌車站,臺灣鐵路管理局車站
174946,支付宝,支付宝,Q493556,支付宝,阿里巴巴旗下第三方支付平台
176755,金永春,金永春,Q38804,金永春,North Korean military leader (1936-2018)
176562,青天白日,青天白日,,,
177739,湖南科技大学,湖南科技大学,Q5942041,湖南科技大学,中国湖南湘潭综合类大学
178205,慧遠,慧遠,Q11074178,慧遠,隋朝
178239,奥地利历史,奥地利历史,Q187830,奥地利历史,aspect of history
178252,P-35戰鬥機,P-35戰鬥機,Q1423403,P-35戰鬥機,US fighter aircraft
178714,前列腺结石,前列腺结石,Q4211671,前列腺结石,一种结石
178534,陸觀豪,陸觀豪,Q12140526,陸觀豪,Hong Kong politician
178963,虎跑泉,虎跑泉,Q839278,虎跑泉,"spring in Hangzhou, China"
179859,香奈儿,香奈儿,Q218115,香奈儿,法國的知名奢侈品集團
179995,真主瑪哈,真主瑪哈,Q15893809,真主瑪哈,song
180065,前10世纪,前10世纪,Q25425,前10世纪,世纪
180385,普通教育高级程度证书,普通教育高级程度证书,,,
179650,貝璐,貝璐,Q981521,貝璐,British colonial administrator (1875-1945)
180388,领海基线,领海基线,Q810247,领海基线,海洋法术语
181551,贾迈勒·阿卜杜-纳赛尔,贾迈勒·阿卜杜-纳赛尔,,,
182123,張德粹,張德粹,Q11068406,張德粹,
182367,温属众教会,温属众教会,Q17029931,温属众教会,
182987,都灵,都灵,Q495,都灵,意大利市鎮
183432,中有,中有,Q256585,中有,"in Buddhism, an intermediate, transitional, or liminal state between death and rebirth"
182777,克勉十一世,克勉十一世,Q129967,克勉十一世,羅馬天主教會第243任教宗
183787,依諾增爵十一世,依諾增爵十一世,,,
183448,政府飛行服務隊,政府飛行服務隊,Q838895,政府飛行服務隊,香港特別行政區政府部門
185600,克力同篇,克力同篇,Q267634,克力同篇,Platonic dialogue concerning justice and injustice
186294,以法莲,以法莲,Q203251,以法莲,希伯來聖經人物、約瑟兒子
186364,前685年,前685年,Q1059632,前685年,年
187178,前316年,前316年,Q83105,前316年,年
187193,前288年,前288年,Q47646,前288年,年
188035,前1000年代,前1000年代,Q641019,前1000年代,年代
189746,齐万年,齐万年,Q11180185,齐万年,Chinese tribal chief
188266,恐惧状态,恐惧状态,Q2164310,恐惧状态,2004 novel by Michael Crichton
188963,灣仔電腦城,灣仔電腦城,Q15930837,灣仔電腦城,
190026,福利公司,福利公司,Q17029755,福利公司,
190608,東清鐵路,東清鐵路,Q39158,東清鐵路,位于中国东北地区的铁路系统
191500,察合公主,察合公主,Q7065392,察合公主,成吉思汗妻妾之一
191506,中国山脉列表,中国山脉列表,Q90607124,中国山脉列表,维基媒体列表条目
192697,2001年夏季世界大學運動會,2001年夏季世界大學運動會,,,
192661,PPP,PPP,,,
192754,1976年冬季奥林匹克运动会,1976年冬季奥林匹克运动会,Q9651,1976年冬季奥林匹克运动会,"12th edition of Winter Olympics, in Innsbruck, Austria"
192704,1995年夏季世界大學運動會,1995年夏季世界大學運動會,,,
191657,弗朗索瓦-马利·德·布罗伊，第一代布罗伊公爵,弗朗索瓦-马利·德·布罗伊，第一代布罗伊公爵,Q579407,弗朗索瓦-马利·德·布罗伊，第一代布罗伊公爵,Marshal of France
193333,阿方索八世 (卡斯提爾),阿方索八世 (卡斯提爾),,,
194124,虎豹別墅 (新加坡),虎豹別墅 (新加坡),,,
194721,澜沧江,澜沧江,,,
193764,中國婦女生活史,中國婦女生活史,Q9384321,中國婦女生活史,
195265,英格蘭足球同盟,英格蘭足球同盟,Q905398,英格蘭足球同盟,football league
195698,宇多天皇,宇多天皇,Q349267,宇多天皇,Japanese emperor
195850,格林公式,格林公式,Q321237,格林公式,theorem
195943,世界貿易組織第二次部長級會議,世界貿易組織第二次部長級會議,Q3025293,世界貿易組織第二次部長級會議,
196169,沃丁,沃丁,Q888017,沃丁,商朝君主
196332,西门子 SL55,西门子 SL55,Q15939997,西门子 SL55,
197564,前1700年代,前1700年代,,,
197991,江焯勳,江焯勳,Q11134791,江焯勳,
198545,DVD-RW,DVD-RW,Q844440,DVD-RW,DVD recordable
198871,阿斯科利足球俱樂部,阿斯科利足球俱樂部,Q6630,阿斯科利足球俱樂部,意大利足球俱乐部
198562,北洋軍,北洋軍,,,
199086,新口岸填海區,新口岸填海區,Q11081723,新口岸填海區,澳門半島的區域
199101,檀君紀元,檀君紀元,Q505203,檀君紀元,lunisolar calendar
200371,广州环城高速公路,广州环城高速公路,Q11062170,广州环城高速公路,"road in Guangdong, China"
201315,芯片组,芯片组,Q182656,芯片组,蕊心設置
201912,亞瑟·查理斯·克拉克,亞瑟·查理斯·克拉克,Q47087,亞瑟·查理斯·克拉克,英國科幻作家，科學作家，發明家，海底探險家和電視劇主持人
201421,余力為,余力為,Q3573078,余力為,Hong Kong cinematographer and film director
203162,建熙,建熙,Q8011362,建熙,era name of Former Yan
203474,李小鹏 (政治人物),李小鹏 (政治人物),,,
204033,全美超級模特兒新秀大賽,全美超級模特兒新秀大賽,Q31426,全美超級模特兒新秀大賽,television series
203401,赫耳墨斯·罗德里格斯·达·丰塞卡,赫耳墨斯·罗德里格斯·达·丰塞卡,Q312874,赫耳墨斯·罗德里格斯·达·丰塞卡,President of Brazil (1855-1923)
202947,中国湿地公园,中国湿地公园,Q9384223,中国湿地公园,公园类型
203563,東九龍綫 (1970年方案),東九龍綫 (1970年方案),,,
202991,百合二重唱,百合二重唱,Q15913442,百合二重唱,
204118,西班牙王位繼承戰爭,西班牙王位繼承戰爭,Q150701,西班牙王位繼承戰爭,18世纪初的欧洲战争
204384,埃利亚斯·赫拉维,埃利亚斯·赫拉维,Q118272,埃利亚斯·赫拉维,10th President of Lebanon (1926-2006)
204889,槟城锺灵国民型华文中学,槟城锺灵国民型华文中学,,,
204917,安室奈美惠,安室奈美惠,,,
205569,君王后,君王后,Q8249212,君王后,齐襄王的王后
206189,鄭眾,鄭眾,Q197664,鄭眾,宦官
206424,洪承疇,洪承疇,Q5894047,洪承疇,明朝降清叛臣 贰臣
207669,王康,王康,,,
207503,美国体育,美国体育,Q1511442,美国体育,overview of sports traditions in the United States
206730,葡萄糖-6-磷酸脫氫酶缺乏症,葡萄糖-6-磷酸脫氫酶缺乏症,Q848343,葡萄糖-6-磷酸脫氫酶缺乏症,carbohydrate metabolic disorder that is characterised by abnormally low levels of glucose-6-phosphate dehydrogenase (abbreviated G6PD or G6PDH)
207918,學券制,學券制,Q173810,學券制,certificate of government
208402,中国图书馆分类法 (T*),中国图书馆分类法 (T*),,,
206737,1729,1729,Q825176,1729,自然数
209206,战国策派,战国策派,Q11075003,战国策派,
209284,何鍵,何鍵,Q10886434,何鍵,中華民國國民革命軍剿共將領
210348,对趾足,对趾足,Q2529975,对趾足,diverse anatomy encompassing many accommodations to perform a wide variety of functions
210503,英雄·刀·少年,英雄·刀·少年,Q5449899,英雄·刀·少年,Hong Kong TV series or program
211055,黄犬契约,黄犬契约,Q1074679,黄犬契约,agreement between an employer and an employee regarding labor unions
211413,自由逻辑,自由逻辑,Q3502887,自由逻辑,form of logic with fewer existential presuppositions than classical logic
211681,复兴门站 (北京市),复兴门站 (北京市),,,
211881,世界經濟論壇,世界經濟論壇,Q170418,世界經濟論壇,瑞士非營利基金會
211673,購物公園站,購物公園站,,,
212964,轨道 (力学),轨道 (力学),,,
213045,義和 (北涼),義和 (北涼),,,
214091,2005年國際足協世界足球先生,2005年國際足協世界足球先生,Q994963,2005年國際足協世界足球先生,"ronaldinho: FIFA Award (2005, Brazil)"
214459,香港置地,香港置地,Q753801,香港置地,物業投資公司
214474,珠江隧道,珠江隧道,Q14947269,珠江隧道,road tunnel in China
214804,鞘翅目,鞘翅目,Q22671,鞘翅目,昆虫的一目
213027,梅鐸,梅鐸,,,
215085,宝树院,宝树院,Q5362720,宝树院,
215381,楚義帝,楚義帝,Q1207474,楚義帝,楚國國君
216206,赵尔陆,赵尔陆,Q8070517,赵尔陆,中国人民解放军开国上将
215545,湖南湘濤足球俱樂部,湖南湘濤足球俱樂部,Q552850,湖南湘濤足球俱樂部,中国职业足球俱乐部
216566,阿尔弗雷德·舒茨,阿尔弗雷德·舒茨,Q94018,阿尔弗雷德·舒茨,奥地利裔美国哲学家（1899-1959）
216679,宾阳县,宾阳县,Q864098,宾阳县,位于中国广西壮族自治区中南部
216868,李九龙,李九龙,Q8299338,李九龙,Chinese General
217416,小白菜,小白菜,,,
218624,黑天鹅,黑天鹅,Q131044,黑天鹅,鳥的種
218961,马其顿语,马其顿语,Q9296,马其顿语,语言
220291,美工圖案,美工圖案,Q1101796,美工圖案,graphic illustrations created for reuse by others
219008,罗姆语,罗姆语,Q13201,罗姆语,印歐語系印度雅利安語支羅姆人講的語言
220529,投机,投机,Q107885,投机,engaging in risky financial transactions
220664,刻琉斯,刻琉斯,Q1141300,刻琉斯,mythical king at Eleusis
221016,狄拉克奖,狄拉克奖,Q1227369,狄拉克奖,"any of the four different prizes in memory of Paul Dirac, awarded by IOP, UNSW, ICTP, or WATOC"
221440,成珈瑩,成珈瑩,Q8261222,成珈瑩,香港女演員
224167,大定 (北周),大定 (北周),,,
224192,达文波特,达文波特,,,
224296,六道,六道,Q1192450,六道,佛教认为的生命輪迴的六種類型
224405,腹股沟疝,腹股沟疝,Q1144039,腹股沟疝,intestinal disease characterized by a protrusion of abdominal cavity contests through the inguinal canal
