id,type,label-zh,label-zh-hans,label-zh-cn,label-zh-tw,label-yue,label-kk,label-en,description-zh,description-zh-hans,description-zh-cn,description-zh-tw,description-yue,description-en,alias-zh,alias-en,zhwiki,zh_yuewiki,kkwiki,enwiki,alias-kk,description-kk
Q585,item,奥斯陆,奥斯陆,奥斯陆,奧斯陸,奧斯陸,Осло,Oslo,挪威的首都,挪威首都,,,,capital city of Norway,,"Christiania, Kristiania, NOOSL, Oslo, Norway",https://zh.wikipedia.org/wiki/奥斯陆,https://zh-yue.wikipedia.org/wiki/奧斯陸,https://kk.wikipedia.org/wiki/Осло,https://en.wikipedia.org/wiki/Oslo,,
Q586,item,波恩,,波恩,波昂,波恩,Бонн,Bonn,歐洲城市，西德國都，德國前國都,位于德国北莱茵-威斯特法伦南部莱茵河畔的城市，前西德首都,,,,city in and former capital of Germany,,"Bonn, Germany, Bonn, West Germany",https://zh.wikipedia.org/wiki/波恩,https://zh-yue.wikipedia.org/wiki/波恩,https://kk.wikipedia.org/wiki/Бонн,https://en.wikipedia.org/wiki/Bonn,,
Q587,item,諸聖節,圣徒的节日,圣徒的节日,,諸聖日,,All Saints' Day,,天主教、圣公宗和东正教的节日，在每年的11月1日,,,,Christian feast day,"诸圣节, 圣徒的节日","Allhelgonadagen, All Saints Day, All Saints, Hallowmas, Feast of All Saints, Solemnity of All Saints, All Hallows' Day, All-Saints' Day",https://zh.wikipedia.org/wiki/諸聖節,https://zh-yue.wikipedia.org/wiki/諸聖日,,https://en.wikipedia.org/wiki/All Saints' Day,,
Q595,item,无法触碰,无法触碰,无法触碰,,閃亮人生,Жан досым,The Intouchables,,由奥利维·那卡什与艾力克·托勒达诺导演的法语影片,,,,2011 film directed by Olivier Nakache and Éric Toledano,,"Intouchables, Untouchable",https://zh.wikipedia.org/wiki/无法触碰 (法国电影),https://zh-yue.wikipedia.org/wiki/閃亮人生 (2011年電影),https://kk.wikipedia.org/wiki/Сотсыз сотқарлар,https://en.wikipedia.org/wiki/The Intouchables,,
Q597,item,里斯本,里斯本,里斯本,里斯本,里斯本,Лиссабон,Lisbon,葡萄牙首都,葡萄牙共和国的首都和最大都市,,,,capital city of Portugal,,Lisboa,https://zh.wikipedia.org/wiki/里斯本,https://zh-yue.wikipedia.org/wiki/里斯本,https://kk.wikipedia.org/wiki/Лиссабон,https://en.wikipedia.org/wiki/Lisbon,,
Q616,item,薄酒萊葡萄酒,薄酒萊葡萄酒,薄酒萊葡萄酒,,,,Beaujolais wine,,生产于法国薄酒莱地区的葡萄酒种类,,,,wine from the Beaujolais region of France,,,https://zh.wikipedia.org/wiki/薄酒萊葡萄酒,,,https://en.wikipedia.org/wiki/Beaujolais,,
Q619,item,尼古拉·哥白尼,,,尼古拉·哥白尼,哥白尼,Николай Коперник,Nicolaus Copernicus,15至16世纪波兰数学家和天文学家,文艺复兴时期波兰数学家、天文学家,,文藝復興時期的波蘭數學家、天文學家,,Polish mathematician and astronomer (1473–1543),"哥白尼, 歌白尼, 哥白尼，N.","Mikołaj Kopernik, Nikolaus Kopernikus, Niklas Koppernigk, Copernicus, Niclas Koppernigk",https://zh.wikipedia.org/wiki/尼古拉·哥白尼,https://zh-yue.wikipedia.org/wiki/彌古懷·哥白尼,https://kk.wikipedia.org/wiki/Николай Коперник,https://en.wikipedia.org/wiki/Nicolaus Copernicus,,
Q633,item,尼爾·楊,,,,,,Neil Young,加拿大的創作型搖滾歌手、吉他手、鋼琴家及導演,加拿大的创作型摇滚歌手、吉他手、钢琴家及导演,,,,"Canadian singer, songwriter and filmmaker (born 1945)",,"Neil Percival Young, Shakey, Godfather of Grunge, Neil Percival Kenneth Robert Ragland Young",https://zh.wikipedia.org/wiki/尼爾·楊,,,https://en.wikipedia.org/wiki/Neil Young,,
Q634,item,行星,行星,,行星,行星,Ғаламшар,planet,直接圍繞恆星或恆星殘餘物運行的天體,自身不发光，环绕着恒星的天体,,,,celestial body directly orbiting a star or stellar remnant,,"planetary body, planets",https://zh.wikipedia.org/wiki/行星,https://zh-yue.wikipedia.org/wiki/行星,https://kk.wikipedia.org/wiki/Ғаламшар,https://en.wikipedia.org/wiki/Planet,,
Q640,item,,,,,,,Harald Krichel,,,,,,German photographer; former vice chair of Wikimedia Deutschland,,,,,,,,
Q643,item,波河,,,,波河,По,Po,意大利河流,意大利的河流,,,,longest river in Italy,,"River Po, Po River",https://zh.wikipedia.org/wiki/波河,https://zh-yue.wikipedia.org/wiki/波河,https://kk.wikipedia.org/wiki/По,https://en.wikipedia.org/wiki/Po (river),,
Q647,item,雷恩,雷恩,雷恩市,,利拿,Ренн,Rennes,法国伊勒-维莱讷省市镇与省会，布列塔尼大区首府,法国市镇,法国布列塔尼大区首府,,,"capital city of the region of Brittany, France",,"Rennes, France, City of Rennes, Roazhon",https://zh.wikipedia.org/wiki/雷恩,https://zh-yue.wikipedia.org/wiki/利拿,https://kk.wikipedia.org/wiki/Ренн,https://en.wikipedia.org/wiki/Rennes,,
Q648,item,里尔,里尔,里尔,里耳,里爾,Лилль,Lille,法国北部省市镇与省会，上法兰西大区首府,法国市镇,,法國市鎮,,"city and commune in Nord, Hauts-de-France, Northern France",,"Rijsel, Lile, Rysel",https://zh.wikipedia.org/wiki/里尔,https://zh-yue.wikipedia.org/wiki/里爾,https://kk.wikipedia.org/wiki/Лилль,https://en.wikipedia.org/wiki/Lille,,
Q659,item,北,北,北,北,北,солтүстік,north,基本方位之一,基本方位之一,基本方位之一,基本方位之一,,one of the four cardinal directions,,"N, septentrion, northbound, northerly",https://zh.wikipedia.org/wiki/北,https://zh-yue.wikipedia.org/wiki/北,https://kk.wikipedia.org/wiki/Солтүстік,https://en.wikipedia.org/wiki/North,,
Q661,item,水力活塞,液压千斤顶,液压千斤顶,,液壓頂桿,,hydraulic ram,,,,,,cyclic water pump powered by hydropower,"水錘馬達, 液压千斤顶, 液压油缸","hydram, hydraulic pump",,https://zh-yue.wikipedia.org/wiki/液壓頂桿,,https://en.wikipedia.org/wiki/Hydraulic ram,,
Q676,item,散文,散文,,散文,散文,Проза,prose,,一种文学形式,,,,form of language which applies ordinary grammatical structure and natural flow of speech,,,https://zh.wikipedia.org/wiki/散文,https://zh-yue.wikipedia.org/wiki/散文,https://kk.wikipedia.org/wiki/Проза,https://en.wikipedia.org/wiki/Prose,,
Q686,item,萬那杜,瓦努阿图,瓦努阿图,萬那杜,萬那杜,Вануату,Vanuatu,南太平洋岛国,位于太平洋西南部的国家,,,,island country in Oceania,"瓦努阿图, 瓦努阿圖, 万那杜","Republic of Vanuatu, vu, 🇻🇺, vut, van, VAN",https://zh.wikipedia.org/wiki/瓦努阿图,https://zh-yue.wikipedia.org/wiki/溫納圖,https://kk.wikipedia.org/wiki/Вануату,https://en.wikipedia.org/wiki/Vanuatu,,
Q688,item,氯,氯,氯,氯,氯,Хлор,chlorine,原子序为17的化学元素,,原子序为17的化学元素,原子序為17的化學元素,,chemical element with symbol Cl and atomic number 17,Cl,"Cl, element 17, 17Cl, bertholite",https://zh.wikipedia.org/wiki/氯,https://zh-yue.wikipedia.org/wiki/氯,https://kk.wikipedia.org/wiki/Хлор,https://en.wikipedia.org/wiki/Chlorine,Cl,
Q694,item,南荷蘭省,南荷兰省,,,南荷蘭,,South Holland,荷兰省份,位于荷兰西部的省,,,,province of the Netherlands,,Zuid-Holland,https://zh.wikipedia.org/wiki/南荷蘭省,https://zh-yue.wikipedia.org/wiki/南荷蘭,,https://en.wikipedia.org/wiki/South Holland,,
Q716,item,鈦,钛,钛,鈦,鈦,Титан,titanium,原子序數為22的化學元素,原子序数为22的化学元素,原子序数为22的化学元素,原子序數為22的化學元素,,chemical element with symbol Ti and atomic number 22,"Ti, 钛","Ti, element 22, 22Ti",https://zh.wikipedia.org/wiki/钛,https://zh-yue.wikipedia.org/wiki/鈦,https://kk.wikipedia.org/wiki/Титан,https://en.wikipedia.org/wiki/Titanium,Ti,
Q722,item,釩,钒,钒,釩,釩,Ванадий,vanadium,原子序數為23的化學元素,原子序数为23的化学元素,原子序数为23的化学元素,原子序數為23的化學元素,,chemical element with symbol V and atomic number 23,"V, 钒","V, element 23, 23V",https://zh.wikipedia.org/wiki/钒,https://zh-yue.wikipedia.org/wiki/釩,https://kk.wikipedia.org/wiki/Ванадий,https://en.wikipedia.org/wiki/Vanadium,V,
Q732,item,葡式三明治,,葡式三明治,,,,Francesinha,,,,,,Portuguese sandwich,,,https://zh.wikipedia.org/wiki/葡式三明治,,,https://en.wikipedia.org/wiki/Francesinha,,
Q746,item,法式吐司,,,法式吐司,,,croque-madame,用烤的 三明治,,,用烤的 三明治,,baked or fried ham and cheese sandwich served with a poached or lightly fried egg on top,,croque madame,,,,,,
Q747,item,皮埃尔·高乃依,皮埃尔·高乃依,皮埃尔·高乃依,皮埃爾·高乃依,高乃依,Пьер Корнель,Pierre Corneille,,法国古典主义悲剧作家,,法蘭西十七世紀古典悲劇作家,,French tragedian (1606–1684),,,https://zh.wikipedia.org/wiki/皮埃尔·高乃依,https://zh-yue.wikipedia.org/wiki/高乃依,https://kk.wikipedia.org/wiki/Пьер Корнель,https://en.wikipedia.org/wiki/Pierre Corneille,,
Q749,item,格罗宁根,格罗宁根,格罗宁根,格羅寧根,格羅寧根,Гронинген,Groningen,荷蘭格羅寧根省的首府,荷兰格罗宁根省的首府,,,,"capital city of the province of Groningen, the Netherlands",,,https://zh.wikipedia.org/wiki/格罗宁根,https://zh-yue.wikipedia.org/wiki/格羅寧根,https://kk.wikipedia.org/wiki/Гронинген,https://en.wikipedia.org/wiki/Groningen,,
Q764,item,真菌界,,真菌界,,真菌,Саңырауқұлақтар,fungus,生物的界,真核生物中的一类,,,,"biological kingdom, separate from plants and animals",真菌,"fungi, Fungi",https://zh.wikipedia.org/wiki/真菌,https://zh-yue.wikipedia.org/wiki/真菌,https://kk.wikipedia.org/wiki/Саңырауқұлақтар,https://en.wikipedia.org/wiki/Fungus,,
Q771,item,麻薩諸塞州,马萨诸塞州,马萨诸塞州,麻薩諸塞州,麻省,Массачусетс,Massachusetts,美國東北部州份,美国州份,美国州份,美國州份,美國州份,state of the United States of America,"麻省, 马萨诸塞州, 马省, 麻州, 麻萨诸塞州, 马萨诸塞联邦","Bay State, Commonwealth of Massachusetts, MA, Mass., US-MA",https://zh.wikipedia.org/wiki/麻薩諸塞州,https://zh-yue.wikipedia.org/wiki/麻省,https://kk.wikipedia.org/wiki/Массачусетс,https://en.wikipedia.org/wiki/Massachusetts,,
Q801,item,以色列,以色列,以色列,以色列,以色列,Израиль,Israel,西亞國家,西亚国家,西亚国家,西亞國家,,country in Western-Asia,,"ISR, IL, State of Israel, il, Zionist state, Hebrew state",https://zh.wikipedia.org/wiki/以色列,https://zh-yue.wikipedia.org/wiki/以色列,https://kk.wikipedia.org/wiki/Израиль,https://en.wikipedia.org/wiki/Israel,,
Q807,item,洛桑,洛桑,洛桑,洛桑,洛桑,Лозанна,Lausanne,瑞士沃州首府,瑞士联邦沃州和洛桑区首府,,,,"capital city of the canton of Vaud, Switzerland",,"Lausanne VD, Olympic Capital",https://zh.wikipedia.org/wiki/洛桑,https://zh-yue.wikipedia.org/wiki/洛桑,https://kk.wikipedia.org/wiki/Лозанна,https://en.wikipedia.org/wiki/Lausanne,,
Q815,item,加布里埃尔·冈兹莱兹·维德拉,加布里埃尔·冈兹莱兹·维德拉,,,,,Gabriel Gonzáles Videla,,,,,,Chilean politician (1898-1980),岡薩雷斯‧維德拉,"Gabriel González Videla, Gabriel Gonzales Videla, Gabriel Gonzalez Videla",https://zh.wikipedia.org/wiki/加夫列爾·岡薩雷斯·魏德拉,,,https://en.wikipedia.org/wiki/Gabriel González Videla,,
Q819,item,老撾,老挝,老挝,寮國,老撾,Лаос,Laos,東南亞國家,亚洲国家,亚洲国家,亞洲國家,東南亞國家,country in Southeast Asia,"老挝人民民主共和国, 寮人民民主共和國, 寮人民民主共和国, 老撾人民民主共和國, 寮國, 寮国","Lao People's Democratic Republic, la, Lao PDR, LAO, 🇱🇦",https://zh.wikipedia.org/wiki/老挝,https://zh-yue.wikipedia.org/wiki/老撾,https://kk.wikipedia.org/wiki/Лаос,https://en.wikipedia.org/wiki/Laos,,
Q844,item,占士邦,,,詹姆士·龐德,占士邦,,James Bond,英國特工系列作品,,,英國特工系列作品,,series of books about a British spy,"007, 詹姆士·龐德",,https://zh.wikipedia.org/wiki/占士邦,https://zh-yue.wikipedia.org/wiki/占士邦,,https://en.wikipedia.org/wiki/James Bond,,
Q853,item,安德烈·塔尔科夫斯基,安德烈·塔尔科夫斯基,安德烈·塔尔科夫斯基,,塔哥夫斯基,Андрей Арсеньевич Тарковский,Andrei Tarkovsky,苏联导演（1932－1986）,俄国电影导演、歌剧导演、作家和演员,,,,"Soviet and Russian filmmaker, writer, film editor, film theorist, and theatre and opera director (1932-1986)","安德烈·塔科夫斯基, 塔尔科夫斯基, 塔可夫斯基, 安德烈·阿尔谢尼耶维奇·塔尔科夫斯基, 安特亞·塔哥夫斯基, 安德烈·塔可夫斯基, 塔尔可夫斯基，А.А., 塔尔科夫斯基，A.A.","Andrei Arsenyevich Tarkovsky, Andrej Tarkovskij, Andrei Tarkovski, Andrej Tarkovszkij, And. Arsenʹevich Tarkovskiĭ, Andrey Arsenyevich Tarkovsky, Andreĭ Arsenʹevich Tarkovskĭi, Andrei Tarkovskij, Andreĭ Arsenévich Tarkovskiĭ, Andrey Tarkovsky, Andreĭ Arsen'evich Tarkovskiĭ, Andrej Tarkowskij, Andreiĭ Arsen'evich Tarkovskiĭ, Andrei Arsen'evich Tarkovskii",https://zh.wikipedia.org/wiki/安德烈·塔尔科夫斯基,https://zh-yue.wikipedia.org/wiki/塔哥夫斯基,https://kk.wikipedia.org/wiki/Андрей Арсеньевич Тарковский,https://en.wikipedia.org/wiki/Andrei Tarkovsky,,
Q859,item,柏拉图,柏拉图,柏拉图,柏拉圖,柏拉圖,Платон,Plato,古希腊哲学家,古希腊哲学家,古希腊哲学家,古希臘哲學家,古希臘哲學家,ancient Greek philosopher (428/423 – 348/347 BC),"伯拉图, 伯拉圖, 柏拉圖","Platon, Aristocles, Plátōn",https://zh.wikipedia.org/wiki/柏拉图,https://zh-yue.wikipedia.org/wiki/柏拉圖,https://kk.wikipedia.org/wiki/Платон,https://en.wikipedia.org/wiki/Plato,"Плато, Аплатон",Ежелгі Грекия пәлсапашысы
Q863,item,塔吉克斯坦,塔吉克斯坦,塔吉克斯坦,塔吉克,塔吉克,Тәжікстан,Tajikistan,中亚国家,中亚国家,,國家,,sovereign state in Central Asia,,"Republic of Tajikistan, tj, 🇹🇯, TJK",https://zh.wikipedia.org/wiki/塔吉克斯坦,https://zh-yue.wikipedia.org/wiki/塔吉克,https://kk.wikipedia.org/wiki/Тәжікстан,https://en.wikipedia.org/wiki/Tajikistan,"Тәжікстан Республикасы, 🇹🇯, TJK",Орталық Азияда орналасқан мемлекет
Q869,item,泰國,泰国,泰国,泰國,泰國,Тайланд,Thailand,東南亞國家,东南亚国家,东南亚国家,東南亞國家,東南亞一國,country in Southeast Asia,泰王國,"Kingdom of Thailand, th, Siam, 🇹🇭, Land of Smiles, THA",https://zh.wikipedia.org/wiki/泰国,https://zh-yue.wikipedia.org/wiki/泰國,https://kk.wikipedia.org/wiki/Тайланд,https://en.wikipedia.org/wiki/Thailand,,
Q873,item,梅麗·史翠普,梅丽尔·斯特里普,梅丽尔·斯特里普,,梅麗史翠普,Мерил Стрип,Meryl Streep,美国女艺人,美国女演员,,,,American actress (born 1949),,"Mary Louise Streep, Meryl Louise Streep",https://zh.wikipedia.org/wiki/梅麗·史翠普,https://zh-yue.wikipedia.org/wiki/梅麗史翠普,https://kk.wikipedia.org/wiki/Мерил Стрип,https://en.wikipedia.org/wiki/Meryl Streep,,
Q878,item,阿拉伯联合酋长国,阿拉伯联合酋长国,阿拉伯联合酋长国,阿拉伯聯合大公國,阿拉伯聯合酋長國,Біріккен Араб Әмірліктері,United Arab Emirates,亞洲西部國家,中东沙漠国家,,亞洲西部國家,,sovereign state in Southwest Asia,"阿拉伯聯合大公國, 阿联酋, 阿聯酋","U.A.E., 🇦🇪, UAE, ae, Emirates, the United Arab Emirates, the UAE, the U.A.E., the Emirates",https://zh.wikipedia.org/wiki/阿拉伯联合酋长国,https://zh-yue.wikipedia.org/wiki/阿拉伯聯合酋長國,https://kk.wikipedia.org/wiki/Біріккен Араб Әмірліктері,https://en.wikipedia.org/wiki/United Arab Emirates,,
Q880,item,铂,铂,铂,鉑,白金,Платина,platinum,原子序数为78的化学元素,原子序数是78的化学元素,原子序数是78的化学元素,原子序數為78的化學元素,,chemical element with symbol Pt and atomic number 78,Pt,"Pt, element 78, 78Pt",https://zh.wikipedia.org/wiki/铂,https://zh-yue.wikipedia.org/wiki/白金,https://kk.wikipedia.org/wiki/Платина,https://en.wikipedia.org/wiki/Platinum,,
Q883,item,新西伯利亚,新西伯利亚,新西伯利亚,新西伯利亞,新西伯利亞,Новосибирск,Novosibirsk,俄国城市,俄罗斯新西伯利亚州的首府,,,,Russian city; administrative center of Siberian Federal District,,,https://zh.wikipedia.org/wiki/新西伯利亚,https://zh-yue.wikipedia.org/wiki/新西伯利亞,https://kk.wikipedia.org/wiki/Жаңасібір,https://en.wikipedia.org/wiki/Novosibirsk,,
